City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Tougue,GN,11.4667,-11.6,65.73,87,15,1.86,few clouds
343,Tirano,IT,46.2154,10.1679,63.46,81,78,1.28,broken clouds
344,Port Lincoln,AU,-34.7333,135.8667,64.58,66,3,12.46,clear sky
345,Tadine,NC,-21.55,167.8833,71.92,65,50,13.47,scattered clouds
346,Kargasok,RU,59.0556,80.8572,39.04,95,100,11.95,overcast clouds
347,Soyo,AO,-6.1349,12.3689,77.22,82,100,7.47,light rain
348,Norwich,GB,52.6278,1.2983,59.36,92,75,6.91,broken clouds
349,Tezu,IN,27.9167,96.1667,84.18,47,0,3.67,clear sky
350,Port Townsend,US,48.117,-122.7605,54.63,85,100,3.0,overcast clouds
351,Gazli,UZ,40.1333,63.45,63.16,24,29,12.3,scattered clouds
352,Ust-Kuyga,RU,70.0167,135.6,6.03,95,96,5.39,overcast clouds
353,Lotoshino,RU,56.2267,35.6414,40.5,84,100,7.0,overcast clouds
354,Iskateley,RU,67.6803,53.1512,33.33,99,100,9.28,light snow
355,Nome,US,64.5011,-165.4064,36.16,92,98,18.23,overcast clouds
356,Karasjok,NO,69.4719,25.5112,33.21,78,98,20.83,overcast clouds
357,Babu,CN,24.4167,111.5167,84.88,20,100,3.29,overcast clouds
358,Ihosy,MG,-22.4,46.1167,78.48,42,0,10.25,clear sky
359,Pochutla,MX,15.7432,-96.4661,70.83,87,100,6.2,overcast clouds
360,Leningradskiy,RU,69.3833,178.4167,32.09,93,100,22.3,overcast clouds
361,Malaya Serdoba,RU,52.4661,44.9512,46.26,78,100,11.3,overcast clouds
362,Puerto Madero,MX,14.7208,-92.4215,78.03,88,41,5.28,scattered clouds
363,Hailey,US,43.5196,-114.3153,44.46,42,0,11.5,clear sky
364,Wejherowo,PL,54.6057,18.2356,43.83,82,9,1.99,clear sky
365,Lovington,US,32.944,-103.3485,50.04,55,75,11.27,broken clouds
366,Ostrovnoy,RU,68.0531,39.5131,36.66,60,100,29.82,light rain
367,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.08,99,100,2.24,overcast clouds
368,Itarema,BR,-2.9248,-39.9167,77.7,81,26,16.78,scattered clouds
369,Horsham,GB,51.064,-0.3272,61.65,94,100,1.14,light rain
370,Ambilobe,MG,-13.2,49.05,90.88,25,0,7.2,clear sky
371,Deniliquin,AU,-35.5333,144.9667,68.68,80,100,11.01,light rain
372,Naron,ES,43.5167,-8.1528,61.92,63,13,16.42,few clouds
373,Beringovskiy,RU,63.05,179.3167,36.66,83,99,9.6,overcast clouds
374,Foumban,CM,5.7291,10.9001,66.38,91,100,1.01,overcast clouds
375,Carutapera,BR,-1.195,-46.02,80.06,76,89,9.95,overcast clouds
376,Aswan,EG,24.0934,32.907,78.1,36,0,9.22,clear sky
377,Garissa,KE,-0.4536,39.6401,82.78,58,92,17.34,overcast clouds
378,Sinnamary,GF,5.3833,-52.95,78.12,86,94,7.54,overcast clouds
379,Mayo,US,38.8876,-76.5119,46.51,87,0,8.01,clear sky
380,Samarai,PG,-10.6167,150.6667,83.86,75,88,11.12,overcast clouds
381,Cascais,PT,38.6979,-9.4215,67.35,95,40,21.0,scattered clouds
382,Chaihe,CN,44.7667,129.7,56.14,48,94,4.79,overcast clouds
383,Touros,BR,-5.1989,-35.4608,75.94,81,39,16.13,scattered clouds
384,Havoysund,NO,70.9963,24.6622,37.63,61,100,33.89,overcast clouds
385,Lata,PT,40.1629,-8.3327,60.93,93,14,8.12,few clouds
386,Almeirim,BR,-1.5233,-52.5817,73.18,97,38,3.69,scattered clouds
387,Chaumont,FR,48.1167,5.1333,57.36,83,100,11.68,overcast clouds
388,Del Rio,US,29.3627,-100.8968,58.23,69,5,8.08,clear sky
389,Isangel,VU,-19.55,169.2667,73.71,70,100,13.33,overcast clouds
390,Terme,TR,41.2092,36.9739,60.96,92,100,8.19,light rain
391,Pringsewu,ID,-5.3582,104.9744,82.87,76,100,5.23,light rain
392,Bonthe,SL,7.5264,-12.505,74.91,91,81,3.11,moderate rain
393,Vanavara,RU,60.34,102.2797,35.49,62,99,5.66,overcast clouds
394,Mahajanga,MG,-15.7167,46.3167,86.02,37,20,17.27,few clouds
395,Evanston,US,42.0411,-87.6901,36.1,55,100,1.99,overcast clouds
396,Mahibadhoo,MV,3.7833,72.9667,82.29,75,100,16.73,overcast clouds
397,El Alto,PE,-4.2714,-81.2147,63.81,73,100,14.0,overcast clouds
398,Fare,PF,-16.7,-151.0167,78.82,74,0,10.33,clear sky
399,Bathsheba,BB,13.2167,-59.5167,81.21,89,20,10.36,few clouds
400,Plyussa,RU,58.4308,29.3654,38.86,89,100,6.02,overcast clouds
401,Kilindoni,TZ,-7.9139,39.6668,78.08,65,98,11.07,overcast clouds
402,Little Current,CA,45.9793,-81.9248,32.41,80,100,12.41,overcast clouds
403,Inhambane,MZ,-23.865,35.3833,82.38,61,40,9.22,scattered clouds
404,Victoria,HK,22.2855,114.1577,82.96,67,62,8.99,broken clouds
405,Colchester,GB,51.8892,0.9042,59.09,91,100,14.83,overcast clouds
406,Kapoeta,SS,4.7717,33.5903,85.82,40,97,20.4,overcast clouds
407,Chumikan,RU,54.7183,135.315,40.12,68,64,15.86,broken clouds
408,Mattru,SL,7.6244,-11.8332,72.64,97,67,0.94,broken clouds
409,Turhal,TR,40.3875,36.0811,60.96,79,100,1.48,overcast clouds
410,Yilan,TW,24.757,121.753,77.02,81,100,5.26,overcast clouds
411,Tongliao,CN,43.6125,122.2653,69.62,26,8,15.79,clear sky
412,Khasan,RU,42.4308,130.6434,61.9,49,54,5.01,broken clouds
413,Curuca,BR,-0.7289,-47.8481,76.64,85,34,5.55,scattered clouds
414,Abadan,IR,30.3392,48.3043,82.35,30,30,9.22,scattered clouds
415,Srednekolymsk,RU,67.45,153.6833,16.39,93,100,19.95,light snow
416,Coihaique,CL,-45.5752,-72.0662,49.95,71,100,13.8,light rain
417,Berdigestyakh,RU,62.0989,126.6992,21.99,90,100,8.81,overcast clouds
418,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,100,100,10.36,heavy intensity rain
419,Ogdensburg,US,44.6942,-75.4863,41.16,89,100,10.36,overcast clouds
420,Santa Cruz,BO,-17.8,-63.1667,72.86,88,20,9.22,few clouds
421,Inirida,CO,3.8653,-67.9239,73.08,98,91,0.22,overcast clouds
422,Pevek,RU,69.7008,170.3133,27.66,86,100,5.06,overcast clouds
423,Diamantino,BR,-14.4086,-56.4461,75.7,68,15,4.81,few clouds
424,Caconda,AO,-13.7333,15.0667,69.91,61,84,5.32,broken clouds
425,Dalby,AU,-27.1833,151.2667,73.98,70,97,3.0,overcast clouds
426,Bowen,AU,-20.0167,148.2333,78.12,82,100,9.42,overcast clouds
427,Saint-Francois,FR,46.4154,3.9054,58.68,94,100,5.75,overcast clouds
428,Huangnihe,CN,43.5583,128.0239,56.37,56,28,8.19,scattered clouds
429,Kendari,ID,-3.945,122.4989,86.47,62,23,6.51,few clouds
430,Benjamin Aceval,PY,-24.9667,-57.5667,69.94,99,74,3.94,broken clouds
431,Wiset Chai Chan,TH,14.5989,100.3617,87.03,61,35,12.53,scattered clouds
432,Biak,ID,-0.9131,122.8766,84.34,66,100,3.62,overcast clouds
433,Amuntai,ID,-2.4177,115.2494,91.22,54,100,0.85,light rain
434,Zyryanovsk,KZ,49.7386,84.2719,37.81,94,100,3.87,overcast clouds
435,Shasta Lake,US,40.6804,-122.3708,70.81,25,0,5.75,clear sky
436,Chengde,CN,40.9725,117.9361,66.87,22,100,7.27,overcast clouds
437,Tlacote El Bajo,MX,20.65,-100.5,50.92,80,100,6.49,overcast clouds
438,Doka,SD,13.5167,35.7667,82.99,57,18,6.24,few clouds
439,Salvador,SV,13.8333,-88.9167,69.04,98,100,2.06,overcast clouds
440,Takoradi,GH,4.8845,-1.7554,76.86,89,31,7.31,light rain
441,Kumluca,TR,36.3703,30.2869,73.78,59,0,3.0,clear sky
442,Surin,TH,14.8818,103.4936,80.98,67,98,8.66,overcast clouds
443,Sioux Lookout,CA,50.1001,-91.917,28.47,86,40,6.91,scattered clouds
444,Udimskiy,RU,61.1417,45.9144,34.63,81,100,11.27,overcast clouds
445,Severo-Kurilsk,RU,50.6789,156.125,43.23,75,62,23.26,broken clouds
446,Mount Gambier,AU,-37.8333,140.7667,70.61,65,4,8.9,clear sky
447,Highland,US,34.1283,-117.2086,76.51,40,0,1.01,clear sky
448,High Level,CA,58.5169,-117.136,59.11,36,100,14.97,overcast clouds
449,Kysyl-Syr,RU,63.8986,122.7617,21.97,89,100,6.76,overcast clouds
450,Atherton,GB,53.5237,-2.4935,56.28,90,100,1.99,overcast clouds
451,Xuddur,SO,4.1213,43.8894,81.32,51,78,9.37,broken clouds
452,Matamoros,MX,25.5333,-103.25,59.11,64,0,2.33,clear sky
453,Payakumbuh,ID,-0.2202,100.6308,86.23,48,100,6.31,overcast clouds
454,Cilegon,ID,-6.0174,106.0538,84.74,67,91,5.21,overcast clouds
455,Panaba,MX,21.2833,-88.2667,71.49,88,65,8.19,light rain
456,Mudgee,AU,-32.5943,149.5871,63.63,100,75,3.44,light rain
457,Sao Filipe,CV,14.8961,-24.4956,77.95,81,99,3.36,overcast clouds
458,Abnub,EG,27.2696,31.1511,77.63,51,14,13.53,few clouds
459,Boguchany,RU,58.3814,97.4531,37.36,83,100,3.15,overcast clouds
460,Victor Harbor,AU,-35.5667,138.6167,66.69,83,34,8.12,scattered clouds
461,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.68,99,100,3.51,overcast clouds
462,Orocue,CO,4.7912,-71.3354,74.71,95,100,4.34,overcast clouds
463,Longyan,CN,25.1072,117.0225,82.36,30,92,3.67,overcast clouds
464,Matara,LK,5.9485,80.5353,83.39,71,100,14.58,overcast clouds
465,Dodola,ET,6.9833,39.1833,61.5,63,100,5.86,overcast clouds
466,Tune,CH,46.7512,7.6217,58.91,96,100,3.0,overcast clouds
467,Atbasar,KZ,51.8,68.3333,46.78,85,100,19.17,overcast clouds
468,Centralia,US,46.7162,-122.9543,53.2,89,100,0.0,mist
469,Nantucket,US,41.2835,-70.0995,33.91,57,30,17.34,scattered clouds
470,Edd,ER,13.9297,41.6925,92.28,37,0,12.5,clear sky
471,Kotri,PK,25.366,68.3122,93.36,24,5,14.29,clear sky
472,Half Moon Bay,US,37.4636,-122.4286,74.91,58,0,0.0,clear sky
473,Witu,KE,-2.3889,40.4382,78.96,65,89,13.35,light rain
474,Cururupu,BR,-1.8283,-44.8683,77.0,84,14,4.79,few clouds
475,Kuruman,ZA,-27.4524,23.4325,77.0,35,6,12.01,clear sky
476,Trincomalee,LK,8.5711,81.2335,85.26,69,96,8.03,overcast clouds
477,Petrozavodsk,RU,61.7849,34.3469,36.86,86,75,6.71,broken clouds
478,Vaitape,PF,-16.5167,-151.75,78.31,77,0,6.04,clear sky
479,Tubarao,BR,-28.4667,-49.0069,62.64,99,100,1.41,overcast clouds
480,Pacific Grove,US,36.6177,-121.9166,72.55,74,96,1.01,overcast clouds
481,Mancio Lima,BR,-7.6142,-72.8958,72.61,95,100,2.53,overcast clouds
482,Maine-Soroa,NE,13.2114,12.0241,82.96,22,7,12.01,clear sky
483,Adrar,MR,20.5022,-10.0711,80.82,16,25,7.27,scattered clouds
484,Sampit,ID,-2.5333,112.95,91.2,57,73,2.75,broken clouds
485,Lahaina,US,20.8783,-156.6825,77.81,85,17,9.95,light rain
486,Capreol,CA,46.706,-80.9225,29.55,94,100,5.32,overcast clouds
487,Asfi,MA,32.2994,-9.2372,68.43,74,100,2.57,overcast clouds
488,Sitka,US,57.0531,-135.33,48.78,83,100,10.45,moderate rain
489,Alta Floresta,BR,-9.8756,-56.0861,68.9,97,72,1.66,broken clouds
490,Poum,NC,-20.2333,164.0167,76.24,75,56,10.36,broken clouds
491,Tanout,NE,14.9709,8.8879,76.8,23,58,15.26,broken clouds
492,Bambanglipuro,ID,-7.95,110.2833,81.66,78,100,7.67,moderate rain
493,Necochea,AR,-38.5473,-58.7368,57.25,93,100,10.47,overcast clouds
494,Dori,BF,14.0354,-0.0345,83.25,23,20,4.14,few clouds
495,Chernyshevskiy,RU,63.0128,112.4714,30.88,74,92,9.04,overcast clouds
496,Cabra,ES,37.4725,-4.4421,66.34,61,100,3.89,overcast clouds
497,Adre,TD,13.4667,22.2,82.78,25,100,15.08,overcast clouds
498,Belaya Gora,RU,68.5333,146.4167,-0.04,96,32,4.23,scattered clouds
499,Macapa,BR,0.0389,-51.0664,77.76,84,21,8.72,few clouds
500,Noumea,NC,-22.2763,166.4572,78.78,69,71,13.51,broken clouds
501,Oranjemund,NA,-28.55,16.4333,63.39,77,44,15.08,scattered clouds
502,Zemio,CF,5.0314,25.1361,76.78,78,100,1.45,overcast clouds
503,Poli,TZ,-3.3333,36.8,62.01,74,100,4.63,overcast clouds
504,Rorvik,NO,64.8621,11.2373,42.78,93,75,0.0,broken clouds
505,Dubbo,AU,-32.25,148.6167,68.13,83,100,16.11,light rain
506,Sulz,DE,48.3624,8.6331,55.36,100,99,3.51,overcast clouds
507,Westerland,DE,54.9079,8.3033,42.82,93,0,13.8,clear sky
508,Porto Torres,IT,40.835,8.3972,55.58,65,1,2.86,clear sky
509,Estelle,US,29.8458,-90.1067,53.6,60,0,0.0,clear sky
510,Brae,GB,60.3964,-1.353,46.13,71,100,14.76,overcast clouds
511,Hovd,MN,48.0056,91.6419,42.57,25,100,4.54,overcast clouds
512,Netivot,IL,31.4222,34.5886,75.6,62,6,1.99,clear sky
513,Sur,OM,22.5667,59.5289,89.87,28,4,5.84,clear sky
514,Byron Bay,AU,-28.65,153.6167,71.71,82,100,12.28,light rain
515,Padang,ID,-0.9492,100.3543,86.05,71,100,6.78,overcast clouds
516,Shemonaikha,KZ,50.6328,81.9056,46.0,67,100,18.01,overcast clouds
517,Umm Lajj,SA,25.0213,37.2685,86.23,48,100,5.3,overcast clouds
518,Tura,IN,25.5198,90.2201,84.43,50,0,3.44,clear sky
519,Nelson Bay,AU,-32.7167,152.15,69.01,97,100,11.99,moderate rain
520,Ushtobe,KZ,45.2514,77.9838,58.21,28,100,16.33,overcast clouds
521,Krasnyy Profintern,RU,57.7446,40.435,37.42,76,19,7.67,few clouds
522,Laurel,US,39.0993,-76.8483,44.08,83,0,5.61,clear sky
523,Novikovo,RU,51.1537,37.8879,48.47,76,98,4.25,overcast clouds
524,Santa Rosa,PH,14.3122,121.1114,82.38,83,100,2.68,overcast clouds
525,Bengbu,CN,32.9408,117.3608,73.76,32,100,12.64,overcast clouds
526,Palmer,US,42.1584,-72.3287,42.85,70,0,6.49,clear sky
527,Krasnyy Chikoy,RU,50.3643,108.7512,43.68,56,100,7.07,overcast clouds
528,Atar,MR,20.5169,-13.0499,82.72,18,99,9.22,overcast clouds
529,Puri,IN,19.8,85.85,88.32,62,13,10.71,few clouds
530,Port Blair,IN,11.6667,92.75,82.67,74,25,13.98,scattered clouds
531,Lanat,PH,15.8,120.6,77.72,92,100,4.43,overcast clouds
532,Kaeo,NZ,-35.1,173.7833,60.33,74,73,9.75,broken clouds
533,Hachinohe,JP,40.5,141.5,57.67,59,1,13.98,clear sky
534,Karasburg,NA,-28.0167,18.75,72.03,41,0,6.53,clear sky
535,Kenai,US,60.5544,-151.2583,44.1,78,100,11.03,overcast clouds
536,Rio Branco,BR,-9.9747,-67.81,77.61,88,0,4.61,clear sky
537,Labuan,MY,5.2767,115.2417,83.39,74,100,9.66,moderate rain
538,Xique-Xique,BR,-10.8218,-42.7263,72.88,66,0,21.25,clear sky
539,Dosso,NE,13.049,3.1937,80.1,36,5,4.54,clear sky
540,Barranca,PE,-10.75,-77.7667,58.86,90,100,7.9,overcast clouds
541,Macau,MO,22.2006,113.5461,87.85,61,20,2.3,few clouds
542,Belmonte,BR,-15.8631,-38.8828,71.73,86,21,4.92,few clouds
543,Eatonton,US,33.3268,-83.3885,39.0,87,1,4.59,clear sky
544,Novobeysugskaya,RU,45.472,39.8861,54.93,73,100,9.71,overcast clouds
545,Port Macquarie,AU,-31.4333,152.9167,66.09,94,100,12.66,moderate rain
546,Puerto Madryn,AR,-42.7692,-65.0385,63.01,40,100,15.97,overcast clouds
547,Iqaluit,CA,63.7506,-68.5145,25.81,95,100,19.22,snow
548,Alekseyevsk,RU,57.8406,108.3492,35.35,66,100,3.02,overcast clouds
549,Zonguldak,TR,41.25,31.8333,52.65,77,5,3.33,clear sky
550,Areosa,PT,41.7178,-8.8571,61.54,83,15,25.86,few clouds
551,Nyurba,RU,63.2842,118.3319,31.06,87,88,6.69,overcast clouds
552,Awjilah,LY,29.1081,21.2869,72.46,50,19,5.66,few clouds
553,Yaan,NG,7.3833,8.5667,73.99,91,95,5.21,overcast clouds
554,Santa Maria,BR,-29.6842,-53.8069,60.01,98,30,5.91,scattered clouds
555,Shahrud,IR,36.4182,54.9763,66.38,33,6,9.28,clear sky
556,Ust-Tarka,RU,55.5672,75.705,42.37,78,100,10.31,overcast clouds
557,Dapaong,TG,10.8639,0.205,76.14,63,96,3.83,overcast clouds
558,Brokopondo,SR,4.75,-55.1667,75.74,90,100,5.46,overcast clouds
559,Fianarantsoa,MG,-21.4333,47.0833,74.03,43,1,10.4,clear sky
560,Doha,QA,25.2867,51.5333,94.98,43,0,5.75,clear sky
561,Phalaborwa,ZA,-23.943,31.1411,80.08,50,4,3.53,clear sky
562,Maragogi,BR,-9.0122,-35.2225,73.4,78,55,9.82,broken clouds
563,Forestville,US,38.8451,-76.875,43.3,84,0,5.75,clear sky
564,Creel,MX,27.75,-107.6333,46.92,86,2,3.31,clear sky
565,Mugumu,TZ,-1.85,34.7,75.83,46,100,7.0,overcast clouds
566,Ballina,AU,-28.8667,153.5667,71.78,92,100,12.57,overcast clouds
567,Mongo,TD,12.1844,18.693,86.76,32,17,3.4,few clouds
568,Taoudenni,ML,22.6783,-3.9836,79.95,18,9,12.3,clear sky
569,Itaituba,BR,-4.2761,-55.9836,72.36,99,63,1.12,moderate rain
570,Muscat,OM,23.6139,58.5922,89.92,31,0,5.12,clear sky
571,Iranshahr,IR,27.2025,60.6848,88.14,14,11,6.91,few clouds
572,Yingcheng,CN,30.95,113.55,76.19,21,100,4.25,overcast clouds
573,Ust-Koksa,RU,50.2696,85.6108,35.92,81,100,5.21,overcast clouds
574,Vao,NC,-22.6667,167.4833,71.33,69,19,18.05,few clouds
575,Lerwick,GB,60.1545,-1.1494,48.2,70,100,17.05,overcast clouds
576,Martin,US,27.0837,-80.4164,62.98,88,86,1.01,overcast clouds
577,Geraldton,AU,-28.7667,114.6,73.81,49,40,10.36,scattered clouds
578,Kindersley,CA,51.4668,-109.1682,55.08,28,42,6.87,scattered clouds
579,Turan,VN,16.0678,108.2208,85.98,58,20,10.36,few clouds
580,Pangnirtung,CA,66.1451,-65.7125,18.52,59,100,7.02,overcast clouds
581,Talaya,RU,61.3833,152.75,0.41,93,41,4.59,scattered clouds
582,Shingu,JP,33.7333,135.9833,66.7,49,0,3.49,clear sky
583,Tirat Karmel,IL,32.7617,34.9719,79.68,69,40,3.44,scattered clouds
584,Palu,ID,-0.8917,119.8707,87.13,69,100,3.18,overcast clouds
585,Ruston,US,32.5232,-92.6379,39.02,75,0,0.0,clear sky
586,La Libertad,EC,-2.2333,-80.9,67.64,83,100,8.57,overcast clouds
587,Colwyn Bay,GB,53.2948,-3.7267,56.75,3,100,7.0,overcast clouds
588,Shiojiri,JP,36.1,137.9667,61.57,51,0,3.13,clear sky
589,Labuhan,ID,-6.8844,112.2051,85.86,66,98,8.23,light rain
590,Mocuba,MZ,-16.8392,36.9856,88.14,45,4,4.16,clear sky
591,Monrovia,LR,6.3005,-10.7969,73.17,91,100,7.72,moderate rain
592,Codajas,BR,-3.8367,-62.0569,73.74,98,100,1.16,overcast clouds
593,Staroshcherbinovskaya,RU,46.6311,38.6742,55.85,76,98,15.57,overcast clouds
594,Gurupa,BR,-1.405,-51.64,72.66,99,60,2.42,broken clouds
595,Lake City,US,30.1897,-82.6393,37.45,93,0,0.0,clear sky
596,Escanaba,US,45.7453,-87.0646,41.31,77,100,8.05,overcast clouds
597,Sepuka,TZ,-4.75,34.5333,74.82,43,100,12.53,overcast clouds
598,Champerico,GT,14.3,-91.9167,78.24,86,94,1.72,overcast clouds
599,Dawei,MM,14.0833,98.2,88.95,50,94,3.71,overcast clouds
600,Ust-Barguzin,RU,53.45,108.9833,41.49,59,100,3.36,overcast clouds
601,Kinarut,MY,5.8231,116.0466,80.62,88,40,8.05,scattered clouds
602,Jharsuguda,IN,21.85,84.0333,86.11,62,40,6.91,haze
603,Assens,DK,55.2702,9.9008,49.89,82,70,13.91,broken clouds
604,Dasoguz,TM,41.8363,59.9666,65.28,21,99,21.77,overcast clouds
605,Darhan,MN,49.4867,105.9228,41.34,70,100,11.72,overcast clouds
606,Awbari,LY,26.5921,12.7805,70.02,42,30,2.33,scattered clouds
607,Nador,MA,35.174,-2.9287,68.25,94,100,4.61,mist
608,Desesti,RO,47.7667,23.85,37.92,72,0,3.38,clear sky
609,Salta,AR,-24.7859,-65.4117,61.57,83,99,1.01,overcast clouds
610,Ayagoz,KZ,47.9714,80.4392,48.67,39,100,29.19,light rain
611,Kismayo,SO,-0.3582,42.5454,81.82,68,26,12.91,scattered clouds
612,Alofi,NU,-19.0595,-169.9187,78.35,77,100,5.06,overcast clouds
613,Ojinaga,MX,29.5667,-104.4167,58.15,77,0,5.75,clear sky
614,Wukari,NG,7.85,9.7833,73.96,92,100,2.66,overcast clouds
615,Andenes,NO,69.3143,16.1194,38.93,87,75,4.61,broken clouds
616,Vogar,IS,63.9832,-22.3874,41.56,93,75,17.27,broken clouds
617,Ixtapa,MX,20.7,-105.2,74.05,95,100,3.0,overcast clouds
618,Marmora,IT,44.4583,7.094,53.67,54,81,2.66,broken clouds
619,Tutoia,BR,-2.7619,-42.2744,78.73,81,35,14.81,scattered clouds
620,Dhidhdhoo,MV,6.8833,73.1,81.23,80,100,19.39,overcast clouds
621,Avera,US,33.194,-82.5271,39.38,57,0,6.33,clear sky
622,Igarka,RU,67.4667,86.5833,33.26,98,100,19.66,snow
623,Sarangani,PH,5.4033,125.4636,84.33,71,100,11.43,overcast clouds
624,Angoche,MZ,-16.2325,39.9086,82.85,59,0,7.23,clear sky
625,Tual,ID,-5.6667,132.75,84.47,69,54,3.94,broken clouds
626,Reconquista,AR,-29.15,-59.65,63.43,98,95,6.53,heavy intensity rain
627,Coos Bay,US,43.3665,-124.2179,52.93,99,100,0.0,fog
628,Sabzevar,IR,36.2126,57.6819,68.85,30,25,3.22,scattered clouds
629,Colac,AU,-38.3333,143.5833,69.84,54,0,7.81,clear sky
630,Mehran,IR,33.1222,46.1646,92.05,10,100,11.21,overcast clouds
631,Naranjal,EC,-2.6667,-79.6167,71.67,89,100,2.42,overcast clouds
632,Fort Nelson,CA,58.8053,-122.7002,56.62,28,100,12.66,overcast clouds
633,Waingapu,ID,-9.6567,120.2641,87.1,62,86,7.96,overcast clouds
634,Lebanon,US,36.2081,-86.2911,44.96,77,0,0.0,clear sky
635,Sept-Iles,CA,50.2001,-66.3821,47.05,98,100,3.44,moderate rain
636,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.28,41,6,0.74,clear sky
637,Ucluelet,CA,48.9329,-125.5528,58.08,90,76,1.99,broken clouds
638,Ribnitz-Damgarten,DE,54.25,12.4667,43.05,84,92,10.22,overcast clouds
639,Hazorasp,UZ,41.3194,61.0742,64.24,22,100,21.9,overcast clouds
640,Payo,ID,-3.7508,103.6372,81.57,80,100,1.95,overcast clouds
641,Ovsyanka,RU,55.9575,92.5519,45.57,63,100,5.79,overcast clouds
642,Haines Junction,CA,60.7522,-137.5108,39.06,95,100,5.73,overcast clouds
643,Vilyuysk,RU,63.7553,121.6247,23.65,87,100,6.04,overcast clouds
644,Manokwari,ID,-0.8667,134.0833,82.56,74,61,6.85,broken clouds
645,San Quintin,MX,30.4833,-115.95,71.2,67,7,3.58,clear sky
646,Biltine,TD,14.5333,20.9167,87.71,19,11,14.38,few clouds
647,Seoul,KR,37.5683,126.9778,67.39,27,26,6.58,scattered clouds
648,Mastic Beach,US,40.7668,-72.8521,47.98,70,0,4.61,clear sky
649,Sorland,NO,67.667,12.6934,42.66,76,100,10.36,overcast clouds
650,Yertsevo,RU,60.7966,40.086,36.59,81,98,10.4,overcast clouds
651,Qrendi,MT,35.8347,14.4583,68.11,83,0,3.44,clear sky
652,Svetlyy,RU,54.675,20.1347,49.96,56,100,8.66,overcast clouds
653,Locharbriggs,GB,55.1034,-3.5844,51.71,93,100,16.17,overcast clouds
654,Asosa,ET,10.0667,34.5333,67.28,79,95,1.83,overcast clouds
655,Teguise,ES,29.0605,-13.564,66.42,83,0,10.36,clear sky
656,Taveta,KE,-3.3963,37.6736,71.37,65,98,4.99,overcast clouds
657,Juchitlan,MX,20.0833,-104.1167,65.43,80,100,1.59,overcast clouds
658,Lethem,GY,3.3803,-59.7968,75.18,88,99,6.31,overcast clouds
659,Wyndham,US,37.6985,-77.6125,38.95,86,0,0.0,clear sky
660,Santa Ana,US,33.7456,-117.8678,79.93,49,0,0.0,clear sky
661,Riyadh,SA,24.6877,46.7219,89.74,10,8,6.8,clear sky
662,Marystown,CA,47.1666,-55.1483,56.12,95,98,18.72,overcast clouds
663,Berlevag,NO,70.8578,29.0864,35.55,87,75,40.29,light shower snow
664,Ozinki,RU,51.1786,49.6769,53.62,51,100,2.51,overcast clouds
665,Tefe,BR,-3.3542,-64.7114,73.87,95,100,1.61,overcast clouds
666,Pontianak,ID,-0.0333,109.3333,91.38,55,75,3.44,broken clouds
667,Ketchikan,US,55.3422,-131.6461,46.87,93,75,3.44,broken clouds
668,Kawalu,ID,-7.3817,108.2082,78.6,86,100,3.8,light rain
669,Garwolin,PL,51.8975,21.6147,41.85,78,13,2.46,few clouds
670,Dwarka,IN,22.2394,68.9678,85.03,46,100,6.46,overcast clouds
671,Derzhavinsk,KZ,51.1,66.3167,52.41,55,100,21.61,overcast clouds
